[T30.],Tourist/visitor arrivals and tourism expenditure,,,,,,,
Region/Country/Area,,Year,Series,Tourism arrivals series type,Tourism arrivals series type footnote,Value,Footnotes,Source
643,Russian Federation,2015,Tourism expenditure (millions of US dollars),,,"13,204",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
643,Russian Federation,2016,Tourism expenditure (millions of US dollars),,,"12,820",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
643,Russian Federation,2017,Tourism expenditure (millions of US dollars),,,"14,983",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
646,Rwanda,2010,Tourist/visitor arrivals (thousands),TF,,504,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
646,Rwanda,2015,Tourist/visitor arrivals (thousands),TF,,987,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
646,Rwanda,2016,Tourist/visitor arrivals (thousands),TF,,932,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
646,Rwanda,1995,Tourism expenditure (millions of US dollars),,,4,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
646,Rwanda,2005,Tourism expenditure (millions of US dollars),,,67,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
646,Rwanda,2010,Tourism expenditure (millions of US dollars),,,224,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
646,Rwanda,2015,Tourism expenditure (millions of US dollars),,,457,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
646,Rwanda,2016,Tourism expenditure (millions of US dollars),,,470,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
646,Rwanda,2017,Tourism expenditure (millions of US dollars),,,616,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
659,Saint Kitts and Nevis,1995,Tourist/visitor arrivals (thousands),TF,,79,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
659,Saint Kitts and Nevis,2005,Tourist/visitor arrivals (thousands),TF,,141,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
659,Saint Kitts and Nevis,2010,Tourist/visitor arrivals (thousands),TF,,98,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
659,Saint Kitts and Nevis,2015,Tourist/visitor arrivals (thousands),TF,,122,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
659,Saint Kitts and Nevis,1995,Tourism expenditure (millions of US dollars),,,63,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
659,Saint Kitts and Nevis,2005,Tourism expenditure (millions of US dollars),,,121,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
659,Saint Kitts and Nevis,2010,Tourism expenditure (millions of US dollars),,,90,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
659,Saint Kitts and Nevis,2015,Tourism expenditure (millions of US dollars),,,312,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
659,Saint Kitts and Nevis,2016,Tourism expenditure (millions of US dollars),,,327,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
659,Saint Kitts and Nevis,2017,Tourism expenditure (millions of US dollars),,,354,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
662,Saint Lucia,1995,Tourist/visitor arrivals (thousands),TF,,231,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
662,Saint Lucia,2005,Tourist/visitor arrivals (thousands),TF,,318,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
662,Saint Lucia,2010,Tourist/visitor arrivals (thousands),TF,,306,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
662,Saint Lucia,2015,Tourist/visitor arrivals (thousands),TF,,345,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
662,Saint Lucia,2016,Tourist/visitor arrivals (thousands),TF,,348,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
662,Saint Lucia,2017,Tourist/visitor arrivals (thousands),TF,,386,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
662,Saint Lucia,1995,Tourism expenditure (millions of US dollars),,,230,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
662,Saint Lucia,2005,Tourism expenditure (millions of US dollars),,,382,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
662,Saint Lucia,2010,Tourism expenditure (millions of US dollars),,,309,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
662,Saint Lucia,2015,Tourism expenditure (millions of US dollars),,,810,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
662,Saint Lucia,2016,Tourism expenditure (millions of US dollars),,,776,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
662,Saint Lucia,2017,Tourism expenditure (millions of US dollars),,,801,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
670,Saint Vincent & Grenadines,1995,Tourist/visitor arrivals (thousands),TF,,60,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
670,Saint Vincent & Grenadines,2005,Tourist/visitor arrivals (thousands),TF,,96,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
670,Saint Vincent & Grenadines,2010,Tourist/visitor arrivals (thousands),TF,,72,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
670,Saint Vincent & Grenadines,2015,Tourist/visitor arrivals (thousands),TF,,75,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
670,Saint Vincent & Grenadines,2016,Tourist/visitor arrivals (thousands),TF,,79,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
670,Saint Vincent & Grenadines,2017,Tourist/visitor arrivals (thousands),TF,,76,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
670,Saint Vincent & Grenadines,1995,Tourism expenditure (millions of US dollars),,,53,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
670,Saint Vincent & Grenadines,2005,Tourism expenditure (millions of US dollars),,,104,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
670,Saint Vincent & Grenadines,2010,Tourism expenditure (millions of US dollars),,,86,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
670,Saint Vincent & Grenadines,2015,Tourism expenditure (millions of US dollars),,,211,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
670,Saint Vincent & Grenadines,2016,Tourism expenditure (millions of US dollars),,,221,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
670,Saint Vincent & Grenadines,2017,Tourism expenditure (millions of US dollars),,,217,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
882,Samoa,1995,Tourist/visitor arrivals (thousands),TF,,68,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
882,Samoa,2005,Tourist/visitor arrivals (thousands),TF,,102,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
882,Samoa,2010,Tourist/visitor arrivals (thousands),TF,,122,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
882,Samoa,2015,Tourist/visitor arrivals (thousands),TF,,128,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
882,Samoa,2016,Tourist/visitor arrivals (thousands),TF,,134,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
882,Samoa,2017,Tourist/visitor arrivals (thousands),TF,,146,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
882,Samoa,1995,Tourism expenditure (millions of US dollars),,,36,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
882,Samoa,2005,Tourism expenditure (millions of US dollars),,,74,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
882,Samoa,2010,Tourism expenditure (millions of US dollars),,,124,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
882,Samoa,2015,Tourism expenditure (millions of US dollars),,,142,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
882,Samoa,2016,Tourism expenditure (millions of US dollars),,,149,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
882,Samoa,2017,Tourism expenditure (millions of US dollars),,,169,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
674,San Marino,1995,Tourist/visitor arrivals (thousands),THS,,28,Including Italian tourists.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
674,San Marino,2005,Tourist/visitor arrivals (thousands),THS,,50,Including Italian tourists.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
674,San Marino,2010,Tourist/visitor arrivals (thousands),THS,,120,Including Italian tourists.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
674,San Marino,2015,Tourist/visitor arrivals (thousands),THS,,54,Including Italian tourists.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
674,San Marino,2016,Tourist/visitor arrivals (thousands),THS,,60,Including Italian tourists.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
674,San Marino,2017,Tourist/visitor arrivals (thousands),THS,,78,Including Italian tourists.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
678,Sao Tome and Principe,1995,Tourist/visitor arrivals (thousands),TF,,6,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
678,Sao Tome and Principe,2005,Tourist/visitor arrivals (thousands),TF,,16,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
678,Sao Tome and Principe,2010,Tourist/visitor arrivals (thousands),TF,,8,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
678,Sao Tome and Principe,2015,Tourist/visitor arrivals (thousands),TF,,26,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
678,Sao Tome and Principe,2016,Tourist/visitor arrivals (thousands),TF,,29,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
678,Sao Tome and Principe,2015,Tourism expenditure (millions of US dollars),,,63,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
678,Sao Tome and Principe,2016,Tourism expenditure (millions of US dollars),,,69,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
678,Sao Tome and Principe,2017,Tourism expenditure (millions of US dollars),,,66,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
682,Saudi Arabia,1995,Tourist/visitor arrivals (thousands),TF,,"3,325",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
682,Saudi Arabia,2005,Tourist/visitor arrivals (thousands),TF,,"8,037",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
682,Saudi Arabia,2010,Tourist/visitor arrivals (thousands),TF,,"10,850",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
682,Saudi Arabia,2015,Tourist/visitor arrivals (thousands),TF,,"17,994",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
682,Saudi Arabia,2016,Tourist/visitor arrivals (thousands),TF,,"18,044",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
682,Saudi Arabia,2017,Tourist/visitor arrivals (thousands),TF,,"16,109",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
682,Saudi Arabia,2010,Tourism expenditure (millions of US dollars),,,"7,536",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
682,Saudi Arabia,2015,Tourism expenditure (millions of US dollars),,,"11,183",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
682,Saudi Arabia,2016,Tourism expenditure (millions of US dollars),,,"13,438",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
682,Saudi Arabia,2017,Tourism expenditure (millions of US dollars),,,"14,848",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
686,Senegal,2005,Tourist/visitor arrivals (thousands),TF,,769,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
686,Senegal,2010,Tourist/visitor arrivals (thousands),TF,,900,Estimate.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
686,Senegal,2015,Tourist/visitor arrivals (thousands),TF,,"1,007",Estimate.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
686,Senegal,2016,Tourist/visitor arrivals (thousands),TF,,"1,210",Estimate.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
686,Senegal,2017,Tourist/visitor arrivals (thousands),TF,,"1,365",Estimate.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
686,Senegal,1995,Tourism expenditure (millions of US dollars),,,168,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
686,Senegal,2005,Tourism expenditure (millions of US dollars),,,334,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
686,Senegal,2010,Tourism expenditure (millions of US dollars),,,464,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
688,Serbia,2005,Tourist/visitor arrivals (thousands),TCE,,453,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
688,Serbia,2010,Tourist/visitor arrivals (thousands),TCE,,683,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
688,Serbia,2015,Tourist/visitor arrivals (thousands),TCE,,"1,132",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
688,Serbia,2016,Tourist/visitor arrivals (thousands),TCE,,"1,281",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
688,Serbia,2017,Tourist/visitor arrivals (thousands),TCE,,"1,497",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
688,Serbia,2005,Tourism expenditure (millions of US dollars),,,308,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
688,Serbia,2010,Tourism expenditure (millions of US dollars),,,950,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
688,Serbia,2015,Tourism expenditure (millions of US dollars),,,"1,322",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
688,Serbia,2016,Tourism expenditure (millions of US dollars),,,"1,460",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
688,Serbia,2017,Tourism expenditure (millions of US dollars),,,"1,705",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
690,Seychelles,1995,Tourist/visitor arrivals (thousands),TF,,121,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
690,Seychelles,2005,Tourist/visitor arrivals (thousands),TF,,129,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
690,Seychelles,2010,Tourist/visitor arrivals (thousands),TF,,175,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
690,Seychelles,2015,Tourist/visitor arrivals (thousands),TF,,276,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
690,Seychelles,2016,Tourist/visitor arrivals (thousands),TF,,303,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
690,Seychelles,2017,Tourist/visitor arrivals (thousands),TF,,350,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
690,Seychelles,1995,Tourism expenditure (millions of US dollars),,,224,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
690,Seychelles,2005,Tourism expenditure (millions of US dollars),,,269,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
690,Seychelles,2010,Tourism expenditure (millions of US dollars),,,352,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
690,Seychelles,2015,Tourism expenditure (millions of US dollars),,,483,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
690,Seychelles,2016,Tourism expenditure (millions of US dollars),,,505,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
690,Seychelles,2017,Tourism expenditure (millions of US dollars),,,585,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
694,Sierra Leone,1995,Tourist/visitor arrivals (thousands),TF,,14,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
694,Sierra Leone,2005,Tourist/visitor arrivals (thousands),TF,,40,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
694,Sierra Leone,2010,Tourist/visitor arrivals (thousands),TF,,39,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
694,Sierra Leone,2015,Tourist/visitor arrivals (thousands),TF,,24,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
694,Sierra Leone,2016,Tourist/visitor arrivals (thousands),TF,,55,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
694,Sierra Leone,1995,Tourism expenditure (millions of US dollars),,,57,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
694,Sierra Leone,2005,Tourism expenditure (millions of US dollars),,,64,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
694,Sierra Leone,2010,Tourism expenditure (millions of US dollars),,,26,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
694,Sierra Leone,2015,Tourism expenditure (millions of US dollars),,,37,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
694,Sierra Leone,2016,Tourism expenditure (millions of US dollars),,,41,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
702,Singapore,1995,Tourist/visitor arrivals (thousands),TF,,"6,070",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
702,Singapore,2005,Tourist/visitor arrivals (thousands),TF,,"7,079",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
702,Singapore,2010,Tourist/visitor arrivals (thousands),TF,,"9,161",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
702,Singapore,2015,Tourist/visitor arrivals (thousands),TF,,"12,051",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
702,Singapore,2016,Tourist/visitor arrivals (thousands),TF,,"12,914",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
702,Singapore,2017,Tourist/visitor arrivals (thousands),TF,,"13,903",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
702,Singapore,1995,Tourism expenditure (millions of US dollars),,,"7,611",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
702,Singapore,2005,Tourism expenditure (millions of US dollars),,,"6,209",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
702,Singapore,2010,Tourism expenditure (millions of US dollars),,,"14,178",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
702,Singapore,2015,Tourism expenditure (millions of US dollars),,,"16,617",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
702,Singapore,2016,Tourism expenditure (millions of US dollars),,,"18,945",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
702,Singapore,2017,Tourism expenditure (millions of US dollars),,,"19,707",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
534,Sint Maarten (Dutch part),1995,Tourist/visitor arrivals (thousands),TF,,460,Arrivals by air. Including arrivals to Saint Martin (French part).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
534,Sint Maarten (Dutch part),2005,Tourist/visitor arrivals (thousands),TF,,468,Arrivals by air. Including arrivals to Saint Martin (French part).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
534,Sint Maarten (Dutch part),2010,Tourist/visitor arrivals (thousands),TF,,443,Arrivals by air. Including arrivals to Saint Martin (French part).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
534,Sint Maarten (Dutch part),2015,Tourist/visitor arrivals (thousands),TF,,505,Arrivals by air. Including arrivals to Saint Martin (French part).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
534,Sint Maarten (Dutch part),2016,Tourist/visitor arrivals (thousands),TF,,528,Arrivals by air. Including arrivals to Saint Martin (French part).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
534,Sint Maarten (Dutch part),2017,Tourist/visitor arrivals (thousands),TF,,402,Arrivals by air. Including arrivals to Saint Martin (French part).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
534,Sint Maarten (Dutch part),2010,Tourism expenditure (millions of US dollars),,,681,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
534,Sint Maarten (Dutch part),2015,Tourism expenditure (millions of US dollars),,,913,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
534,Sint Maarten (Dutch part),2016,Tourism expenditure (millions of US dollars),,,871,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
534,Sint Maarten (Dutch part),2017,Tourism expenditure (millions of US dollars),,,646,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
703,Slovakia,1995,Tourist/visitor arrivals (thousands),TCE,,903,Non-resident tourists staying in commercial accommodation only (representing approximately 25% of all tourists).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
703,Slovakia,2005,Tourist/visitor arrivals (thousands),TCE,,"1,515",Non-resident tourists staying in commercial accommodation only (representing approximately 25% of all tourists).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
703,Slovakia,2010,Tourist/visitor arrivals (thousands),TCE,,"1,327",Non-resident tourists staying in commercial accommodation only (representing approximately 25% of all tourists).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
703,Slovakia,2015,Tourist/visitor arrivals (thousands),TCE,,"1,721",Non-resident tourists staying in commercial accommodation only (representing approximately 25% of all tourists).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
703,Slovakia,2016,Tourist/visitor arrivals (thousands),TCE,,"2,027",Non-resident tourists staying in commercial accommodation only (representing approximately 25% of all tourists).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
703,Slovakia,2017,Tourist/visitor arrivals (thousands),TCE,,"2,162",Non-resident tourists staying in commercial accommodation only (representing approximately 25% of all tourists).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
703,Slovakia,1995,Tourism expenditure (millions of US dollars),,,630,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
703,Slovakia,2005,Tourism expenditure (millions of US dollars),,,"1,282",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
703,Slovakia,2010,Tourism expenditure (millions of US dollars),,,"2,335",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
703,Slovakia,2015,Tourism expenditure (millions of US dollars),,,"2,480",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
703,Slovakia,2016,Tourism expenditure (millions of US dollars),,,"2,802",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
703,Slovakia,2017,Tourism expenditure (millions of US dollars),,,"2,995",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
705,Slovenia,1995,Tourist/visitor arrivals (thousands),TCE,,732,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
705,Slovenia,2005,Tourist/visitor arrivals (thousands),TCE,,"1,555",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
705,Slovenia,2010,Tourist/visitor arrivals (thousands),TCE,,"1,869",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
