T09,Public expenditure on education,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
340,Honduras,2013,Public expenditure on education (% of GDP),5.8749,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
340,Honduras,2015,Expenditure by level of education: tertiary (as % of government expenditure),13.6922,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
340,Honduras,2015,Public expenditure on education (% of government expenditure),24.6446,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
340,Honduras,2015,Public expenditure on education (% of GDP),6.4130,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
340,Honduras,2017,Public expenditure on education (% of government expenditure),22.0249,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
340,Honduras,2017,Public expenditure on education (% of GDP),5.9561,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
348,Hungary,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),20.9934,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
348,Hungary,2005,All staff compensation as % of total expenditure in public institutions (%),71.6424,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
348,Hungary,2005,Capital expenditure as % of total expenditure in public institutions (%),7.3642,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
348,Hungary,2005,Expenditure by level of education: pre-primary (as % of government expenditure),14.1687,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
348,Hungary,2005,Expenditure by level of education: primary (as % of government expenditure),20.0893,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
348,Hungary,2005,Expenditure by level of education: secondary (as % of government expenditure),40.3856,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
348,Hungary,2005,Expenditure by level of education: tertiary (as % of government expenditure),18.8909,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
348,Hungary,2005,Public expenditure on education (% of government expenditure),10.8006,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
348,Hungary,2005,Public expenditure on education (% of GDP),5.3284,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
348,Hungary,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),27.1320,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
348,Hungary,2010,All staff compensation as % of total expenditure in public institutions (%),62.4985,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
348,Hungary,2010,Capital expenditure as % of total expenditure in public institutions (%),10.3696,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
348,Hungary,2010,Expenditure by level of education: pre-primary (as % of government expenditure),14.4133,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
348,Hungary,2010,Expenditure by level of education: primary (as % of government expenditure),17.8417,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
348,Hungary,2010,Expenditure by level of education: secondary (as % of government expenditure),40.3003,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
348,Hungary,2010,Expenditure by level of education: tertiary (as % of government expenditure),20.1109,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
348,Hungary,2010,Public expenditure on education (% of government expenditure),9.6856,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
348,Hungary,2010,Public expenditure on education (% of GDP),4.7690,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
348,Hungary,2015,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),26.3171,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
348,Hungary,2015,All staff compensation as % of total expenditure in public institutions (%),67.3523,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
348,Hungary,2015,Capital expenditure as % of total expenditure in public institutions (%),6.3306,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
348,Hungary,2015,Expenditure by level of education: pre-primary (as % of government expenditure),16.7903,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
348,Hungary,2015,Expenditure by level of education: primary (as % of government expenditure),16.3961,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
348,Hungary,2015,Expenditure by level of education: secondary (as % of government expenditure),38.0975,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
348,Hungary,2015,Expenditure by level of education: tertiary (as % of government expenditure),14.3328,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
348,Hungary,2015,Public expenditure on education (% of government expenditure),9.1391,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
348,Hungary,2015,Public expenditure on education (% of GDP),4.5794,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
352,Iceland,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),23.6162,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
352,Iceland,2005,All staff compensation as % of total expenditure in public institutions (%),67.8783,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
352,Iceland,2005,Capital expenditure as % of total expenditure in public institutions (%),8.5055,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
352,Iceland,2005,Expenditure by level of education: pre-primary (as % of government expenditure),6.6780,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
352,Iceland,2005,Expenditure by level of education: primary (as % of government expenditure),35.0258,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
352,Iceland,2005,Expenditure by level of education: secondary (as % of government expenditure),33.6492,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
352,Iceland,2005,Expenditure by level of education: tertiary (as % of government expenditure),19.1299,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
352,Iceland,2005,Public expenditure on education (% of government expenditure),17.8101,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
352,Iceland,2005,Public expenditure on education (% of GDP),7.4094,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
352,Iceland,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),20.7933,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
352,Iceland,2010,All staff compensation as % of total expenditure in public institutions (%),72.5692,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
352,Iceland,2010,Capital expenditure as % of total expenditure in public institutions (%),6.6374,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
352,Iceland,2010,Expenditure by level of education: pre-primary (as % of government expenditure),9.5636,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
352,Iceland,2010,Expenditure by level of education: primary (as % of government expenditure),32.3755,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
352,Iceland,2010,Expenditure by level of education: secondary (as % of government expenditure),31.1504,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
352,Iceland,2010,Expenditure by level of education: tertiary (as % of government expenditure),21.4637,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
352,Iceland,2010,Public expenditure on education (% of government expenditure),14.6040,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
352,Iceland,2010,Public expenditure on education (% of GDP),7.1741,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
352,Iceland,2015,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),29.6568,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
352,Iceland,2015,All staff compensation as % of total expenditure in public institutions (%),64.8359,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
352,Iceland,2015,Capital expenditure as % of total expenditure in public institutions (%),5.5073,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
352,Iceland,2015,Expenditure by level of education: pre-primary (as % of government expenditure),11.5448,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
352,Iceland,2015,Expenditure by level of education: primary (as % of government expenditure),28.6280,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
352,Iceland,2015,Expenditure by level of education: secondary (as % of government expenditure),28.1298,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
352,Iceland,2015,Expenditure by level of education: tertiary (as % of government expenditure),18.8888,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
352,Iceland,2015,Public expenditure on education (% of government expenditure),18.1580,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
352,Iceland,2015,Public expenditure on education (% of GDP),7.7111,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
356,India,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),8.9838,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
356,India,2005,All staff compensation as % of total expenditure in public institutions (%),86.2013,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
356,India,2005,Capital expenditure as % of total expenditure in public institutions (%),4.8150,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
356,India,2005,Expenditure by level of education: pre-primary (as % of government expenditure),1.2794,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
356,India,2005,Expenditure by level of education: primary (as % of government expenditure),35.5893,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
356,India,2005,Expenditure by level of education: secondary (as % of government expenditure),42.8884,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
356,India,2005,Expenditure by level of education: tertiary (as % of government expenditure),19.5550,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
356,India,2005,Public expenditure on education (% of government expenditure),11.2085,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
356,India,2005,Public expenditure on education (% of GDP),3.2319,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
356,India,2010,Expenditure by level of education: pre-primary (as % of government expenditure),1.0628,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
356,India,2010,Expenditure by level of education: primary (as % of government expenditure),25.2066,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
356,India,2010,Expenditure by level of education: secondary (as % of government expenditure),36.9852,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
356,India,2010,Expenditure by level of education: tertiary (as % of government expenditure),36.0765,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
356,India,2010,Public expenditure on education (% of government expenditure),11.8337,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
356,India,2010,Public expenditure on education (% of GDP),3.4235,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
356,India,2013,Expenditure by level of education: pre-primary (as % of government expenditure),1.5923,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
356,India,2013,Expenditure by level of education: primary (as % of government expenditure),28.4012,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
356,India,2013,Expenditure by level of education: secondary (as % of government expenditure),41.3529,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
356,India,2013,Expenditure by level of education: tertiary (as % of government expenditure),28.5269,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
356,India,2013,Public expenditure on education (% of government expenditure),14.0502,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
356,India,2013,Public expenditure on education (% of GDP),3.8447,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
360,Indonesia,2005,Public expenditure on education (% of government expenditure),15.1488,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
360,Indonesia,2005,Public expenditure on education (% of GDP),2.8728,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
360,Indonesia,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),33.5987,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
360,Indonesia,2010,All staff compensation as % of total expenditure in public institutions (%),54.4538,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
360,Indonesia,2010,Capital expenditure as % of total expenditure in public institutions (%),11.9475,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
360,Indonesia,2010,Expenditure by level of education: pre-primary (as % of government expenditure),0.7087,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
360,Indonesia,2010,Expenditure by level of education: primary (as % of government expenditure),44.4457,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
360,Indonesia,2010,Expenditure by level of education: secondary (as % of government expenditure),24.3205,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
360,Indonesia,2010,Expenditure by level of education: tertiary (as % of government expenditure),16.0536,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
360,Indonesia,2010,Public expenditure on education (% of government expenditure),16.6542,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
360,Indonesia,2010,Public expenditure on education (% of GDP),2.8123,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
360,Indonesia,2014,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),24.9792,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
360,Indonesia,2014,All staff compensation as % of total expenditure in public institutions (%),63.3427,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
360,Indonesia,2014,Capital expenditure as % of total expenditure in public institutions (%),11.6782,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
360,Indonesia,2014,Expenditure by level of education: pre-primary (as % of government expenditure),1.7552,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
360,Indonesia,2014,Expenditure by level of education: primary (as % of government expenditure),43.6768,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
360,Indonesia,2014,Expenditure by level of education: secondary (as % of government expenditure),26.7993,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
360,Indonesia,2014,Expenditure by level of education: tertiary (as % of government expenditure),15.0528,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
360,Indonesia,2014,Public expenditure on education (% of government expenditure),17.6715,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
360,Indonesia,2014,Public expenditure on education (% of GDP),3.2880,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
360,Indonesia,2015,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),24.0617,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
360,Indonesia,2015,All staff compensation as % of total expenditure in public institutions (%),64.0722,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
360,Indonesia,2015,Capital expenditure as % of total expenditure in public institutions (%),11.8662,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
360,Indonesia,2015,Expenditure by level of education: primary (as % of government expenditure),42.5999,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
360,Indonesia,2015,Expenditure by level of education: secondary (as % of government expenditure),26.9961,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
360,Indonesia,2015,Expenditure by level of education: tertiary (as % of government expenditure),15.8002,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
360,Indonesia,2015,Public expenditure on education (% of government expenditure),20.5033,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
360,Indonesia,2015,Public expenditure on education (% of GDP),3.5836,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
364,Iran (Islamic Republic of),2002,Capital expenditure as % of total expenditure in public institutions (%),8.2066,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
364,Iran (Islamic Republic of),2002,Expenditure by level of education: pre-primary (as % of government expenditure),0.8772,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
364,Iran (Islamic Republic of),2002,Expenditure by level of education: primary (as % of government expenditure),25.9467,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
364,Iran (Islamic Republic of),2002,Expenditure by level of education: secondary (as % of government expenditure),36.3293,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
364,Iran (Islamic Republic of),2002,Expenditure by level of education: tertiary (as % of government expenditure),18.4577,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
364,Iran (Islamic Republic of),2002,Public expenditure on education (% of government expenditure),26.3335,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
364,Iran (Islamic Republic of),2002,Public expenditure on education (% of GDP),4.4849,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
364,Iran (Islamic Republic of),2005,Expenditure by level of education: pre-primary (as % of government expenditure),1.0350,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
364,Iran (Islamic Republic of),2005,Expenditure by level of education: primary (as % of government expenditure),22.4395,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
364,Iran (Islamic Republic of),2005,Expenditure by level of education: secondary (as % of government expenditure),34.6242,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
364,Iran (Islamic Republic of),2005,Expenditure by level of education: tertiary (as % of government expenditure),15.3587,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
364,Iran (Islamic Republic of),2005,Public expenditure on education (% of government expenditure),22.3220,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
364,Iran (Islamic Republic of),2005,Public expenditure on education (% of GDP),4.0565,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
364,Iran (Islamic Republic of),2010,Expenditure by level of education: pre-primary (as % of government expenditure),0.9587,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
364,Iran (Islamic Republic of),2010,Expenditure by level of education: primary (as % of government expenditure),24.6808,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
364,Iran (Islamic Republic of),2010,Expenditure by level of education: secondary (as % of government expenditure),49.1824,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
364,Iran (Islamic Republic of),2010,Expenditure by level of education: tertiary (as % of government expenditure),21.3570,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
364,Iran (Islamic Republic of),2010,Public expenditure on education (% of government expenditure),18.8044,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
364,Iran (Islamic Republic of),2010,Public expenditure on education (% of GDP),3.7092,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
364,Iran (Islamic Republic of),2017,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),19.6018,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
364,Iran (Islamic Republic of),2017,All staff compensation as % of total expenditure in public institutions (%),76.1421,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
364,Iran (Islamic Republic of),2017,Capital expenditure as % of total expenditure in public institutions (%),4.2562,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
