T22,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
450,Madagascar,2010,Major trading partner 2 (% of exports),United States,,4.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
450,Madagascar,2017,Major trading partner 2 (% of exports),United States,,13.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
450,Madagascar,2005,Major trading partner 2 (% of imports),France,,15.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
450,Madagascar,2010,Major trading partner 2 (% of imports),France,,14.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
450,Madagascar,2017,Major trading partner 2 (% of imports),France,,6.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
450,Madagascar,2005,Major trading partner 3 (% of exports),Germany,,6.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
450,Madagascar,2010,Major trading partner 3 (% of exports),Germany,,7.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
450,Madagascar,2017,Major trading partner 3 (% of exports),Germany,,8.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
450,Madagascar,2005,Major trading partner 3 (% of imports),India,,5.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
450,Madagascar,2010,Major trading partner 3 (% of imports),India,,2.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
450,Madagascar,2017,Major trading partner 3 (% of imports),India,,6.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
454,Malawi,2005,Major trading partner 1 (% of exports),Belgium,,1.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
454,Malawi,2010,Major trading partner 1 (% of exports),Belgium,,12.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
454,Malawi,2017,Major trading partner 1 (% of exports),Belgium,,10.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
454,Malawi,2005,Major trading partner 1 (% of imports),South Africa,,32.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
454,Malawi,2010,Major trading partner 1 (% of imports),South Africa,,30.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
454,Malawi,2017,Major trading partner 1 (% of imports),South Africa,,18.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
454,Malawi,2005,Major trading partner 2 (% of exports),Zimbabwe,,2.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
454,Malawi,2010,Major trading partner 2 (% of exports),Zimbabwe,,5.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
454,Malawi,2017,Major trading partner 2 (% of exports),Zimbabwe,,9.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
454,Malawi,2005,Major trading partner 2 (% of imports),China,,2.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
454,Malawi,2010,Major trading partner 2 (% of imports),China,,9.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
454,Malawi,2017,Major trading partner 2 (% of imports),China,,13.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
454,Malawi,2005,Major trading partner 3 (% of exports),Mozambique,,3.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
454,Malawi,2010,Major trading partner 3 (% of exports),Mozambique,,3.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
454,Malawi,2017,Major trading partner 3 (% of exports),Mozambique,,9.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
454,Malawi,2005,Major trading partner 3 (% of imports),United Arab Emirates,,2.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
454,Malawi,2010,Major trading partner 3 (% of imports),United Arab Emirates,,5.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
454,Malawi,2017,Major trading partner 3 (% of imports),United Arab Emirates,,11.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
458,Malaysia,2005,Major trading partner 1 (% of exports),Singapore,,15.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
458,Malaysia,2010,Major trading partner 1 (% of exports),Singapore,,13.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
458,Malaysia,2017,Major trading partner 1 (% of exports),Singapore,,14.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
458,Malaysia,2005,Major trading partner 1 (% of imports),China,,11.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
458,Malaysia,2010,Major trading partner 1 (% of imports),China,,12.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
458,Malaysia,2017,Major trading partner 1 (% of imports),China,,19.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
458,Malaysia,2005,Major trading partner 2 (% of exports),China,,6.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
458,Malaysia,2010,Major trading partner 2 (% of exports),China,,12.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
458,Malaysia,2017,Major trading partner 2 (% of exports),China,,13.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
458,Malaysia,2005,Major trading partner 2 (% of imports),Singapore,,11.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
458,Malaysia,2010,Major trading partner 2 (% of imports),Singapore,,11.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
458,Malaysia,2017,Major trading partner 2 (% of imports),Singapore,,11.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
458,Malaysia,2005,Major trading partner 3 (% of exports),United States,,19.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
458,Malaysia,2010,Major trading partner 3 (% of exports),United States,,9.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
458,Malaysia,2017,Major trading partner 3 (% of exports),United States,,9.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
458,Malaysia,2005,Major trading partner 3 (% of imports),United States,,12.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
458,Malaysia,2010,Major trading partner 3 (% of imports),United States,,10.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
458,Malaysia,2017,Major trading partner 3 (% of imports),United States,,8.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
462,Maldives,2005,Major trading partner 1 (% of exports),Thailand,,15.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
462,Maldives,2010,Major trading partner 1 (% of exports),Thailand,,29.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
462,Maldives,2017,Major trading partner 1 (% of exports),Thailand,,34.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
462,Maldives,2005,Major trading partner 1 (% of imports),United Arab Emirates,,15.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
462,Maldives,2010,Major trading partner 1 (% of imports),United Arab Emirates,,18.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
462,Maldives,2017,Major trading partner 1 (% of imports),United Arab Emirates,,15.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
462,Maldives,2005,Major trading partner 2 (% of exports),Sri Lanka,,12.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
462,Maldives,2010,Major trading partner 2 (% of exports),Sri Lanka,,19.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
462,Maldives,2017,Major trading partner 2 (% of exports),Sri Lanka,,10.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
462,Maldives,2005,Major trading partner 2 (% of imports),Singapore,,24.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
462,Maldives,2010,Major trading partner 2 (% of imports),Singapore,,17.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
462,Maldives,2017,Major trading partner 2 (% of imports),Singapore,,14.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
462,Maldives,2005,Major trading partner 3 (% of exports),United States,,2.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
462,Maldives,2010,Major trading partner 3 (% of exports),United States,,0.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
462,Maldives,2017,Major trading partner 3 (% of exports),United States,,8.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
462,Maldives,2005,Major trading partner 3 (% of imports),China,,2.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
462,Maldives,2010,Major trading partner 3 (% of imports),China,,2.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
462,Maldives,2017,Major trading partner 3 (% of imports),China,,13.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
466,Mali,2005,Major trading partner 1 (% of exports),South Africa,,34.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
466,Mali,2010,Major trading partner 1 (% of exports),South Africa,,57.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
466,Mali,2017,Major trading partner 1 (% of exports),South Africa,,47.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
466,Mali,2005,Major trading partner 1 (% of imports),Senegal,,11.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
466,Mali,2010,Major trading partner 1 (% of imports),Senegal,,13.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
466,Mali,2017,Major trading partner 1 (% of imports),Senegal,,19.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
466,Mali,2005,Major trading partner 2 (% of exports),Switzerland,,30.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
466,Mali,2010,Major trading partner 2 (% of exports),Switzerland,,12.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
466,Mali,2017,Major trading partner 2 (% of exports),Switzerland,,15.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
466,Mali,2005,Major trading partner 2 (% of imports),China,,4.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
466,Mali,2010,Major trading partner 2 (% of imports),China,,9.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
466,Mali,2017,Major trading partner 2 (% of imports),China,,15.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
466,Mali,2005,Major trading partner 3 (% of exports),United Arab Emirates,,0.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
466,Mali,2010,Major trading partner 3 (% of exports),United Arab Emirates,,1.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
466,Mali,2017,Major trading partner 3 (% of exports),United Arab Emirates,,7.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
466,Mali,2005,Major trading partner 3 (% of imports),Côte d’Ivoire,,10.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
466,Mali,2010,Major trading partner 3 (% of imports),Côte d’Ivoire,,7.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
466,Mali,2017,Major trading partner 3 (% of imports),Côte d’Ivoire,,9.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
470,Malta,2005,Major trading partner 1 (% of exports),United States,,13.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
470,Malta,2010,Major trading partner 1 (% of exports),United States,,7.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
470,Malta,2017,Major trading partner 1 (% of exports),United States,,20.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
470,Malta,2005,Major trading partner 1 (% of imports),Italy,,30.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
470,Malta,2010,Major trading partner 1 (% of imports),Italy,,24.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
470,Malta,2017,Major trading partner 1 (% of imports),Italy,,19.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
470,Malta,2005,Major trading partner 2 (% of exports),Bunkers,,0.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
470,Malta,2010,Major trading partner 2 (% of exports),Bunkers,,0.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
470,Malta,2017,Major trading partner 2 (% of exports),Bunkers,,10.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
470,Malta,2005,Major trading partner 2 (% of imports),Cayman Islands,,0.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
470,Malta,2010,Major trading partner 2 (% of imports),Cayman Islands,,1.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
470,Malta,2017,Major trading partner 2 (% of imports),Cayman Islands,,10.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
470,Malta,2005,Major trading partner 3 (% of exports),Germany,,12.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
470,Malta,2010,Major trading partner 3 (% of exports),Germany,,10.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
470,Malta,2017,Major trading partner 3 (% of exports),Germany,,10.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
470,Malta,2005,Major trading partner 3 (% of imports),Canada,,0.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
470,Malta,2010,Major trading partner 3 (% of imports),Canada,,2.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
470,Malta,2017,Major trading partner 3 (% of imports),Canada,,9.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
584,Marshall Islands,2005,Major trading partner 1 (% of exports),Spain,,0.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
584,Marshall Islands,2010,Major trading partner 1 (% of exports),Spain,,0.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
584,Marshall Islands,2017,Major trading partner 1 (% of exports),Spain,,16.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
584,Marshall Islands,2017,Major trading partner 1 (% of imports),Areas nes,Areas not elsewhere specified.,87.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
584,Marshall Islands,2005,Major trading partner 2 (% of exports),United States,,25.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
584,Marshall Islands,2010,Major trading partner 2 (% of exports),United States,,12.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
584,Marshall Islands,2017,Major trading partner 2 (% of exports),United States,,15.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
584,Marshall Islands,2005,Major trading partner 2 (% of imports),United States,,21.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
584,Marshall Islands,2010,Major trading partner 2 (% of imports),United States,,7.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
584,Marshall Islands,2017,Major trading partner 2 (% of imports),United States,,5.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
584,Marshall Islands,2005,Major trading partner 3 (% of exports),Thailand,,35.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
584,Marshall Islands,2010,Major trading partner 3 (% of exports),Thailand,,33.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
584,Marshall Islands,2017,Major trading partner 3 (% of exports),Thailand,,13.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
584,Marshall Islands,2005,Major trading partner 3 (% of imports),China,,11.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
584,Marshall Islands,2010,Major trading partner 3 (% of imports),China,,24.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
584,Marshall Islands,2017,Major trading partner 3 (% of imports),China,,3.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
478,Mauritania,2005,Major trading partner 1 (% of exports),China,,1.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
478,Mauritania,2010,Major trading partner 1 (% of exports),China,,39.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
478,Mauritania,2017,Major trading partner 1 (% of exports),China,,35.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
478,Mauritania,2005,Major trading partner 1 (% of imports),Republic of Korea,,0.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
478,Mauritania,2010,Major trading partner 1 (% of imports),Republic of Korea,,0.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
478,Mauritania,2017,Major trading partner 1 (% of imports),Republic of Korea,,18.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
478,Mauritania,2010,Major trading partner 2 (% of exports),Switzerland,,13.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
478,Mauritania,2017,Major trading partner 2 (% of exports),Switzerland,,15.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
478,Mauritania,2005,Major trading partner 2 (% of imports),United Arab Emirates,,0.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
478,Mauritania,2010,Major trading partner 2 (% of imports),United Arab Emirates,,12.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
478,Mauritania,2017,Major trading partner 2 (% of imports),United Arab Emirates,,8.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
478,Mauritania,2005,Major trading partner 3 (% of exports),Spain,,10.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
478,Mauritania,2010,Major trading partner 3 (% of exports),Spain,,7.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
478,Mauritania,2017,Major trading partner 3 (% of exports),Spain,,11.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
478,Mauritania,2005,Major trading partner 3 (% of imports),Norway,,0.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
478,Mauritania,2010,Major trading partner 3 (% of imports),Norway,,0.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
478,Mauritania,2017,Major trading partner 3 (% of imports),Norway,,7.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
480,Mauritius,2005,Major trading partner 1 (% of exports),France,,15.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
480,Mauritius,2010,Major trading partner 1 (% of exports),France,,16.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
480,Mauritius,2017,Major trading partner 1 (% of exports),France,,15.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
480,Mauritius,2005,Major trading partner 1 (% of imports),China,,9.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
480,Mauritius,2010,Major trading partner 1 (% of imports),China,,13.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
480,Mauritius,2017,Major trading partner 1 (% of imports),China,,16.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
480,Mauritius,2005,Major trading partner 2 (% of exports),United Kingdom,,30.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
480,Mauritius,2010,Major trading partner 2 (% of exports),United Kingdom,,23.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
480,Mauritius,2017,Major trading partner 2 (% of exports),United Kingdom,,11.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
480,Mauritius,2005,Major trading partner 2 (% of imports),India,,6.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
480,Mauritius,2010,Major trading partner 2 (% of imports),India,,22.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
480,Mauritius,2017,Major trading partner 2 (% of imports),India,,16.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
480,Mauritius,2005,Major trading partner 3 (% of exports),United States,,9.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
480,Mauritius,2010,Major trading partner 3 (% of exports),United States,,10.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
480,Mauritius,2017,Major trading partner 3 (% of exports),United States,,11.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
480,Mauritius,2005,Major trading partner 3 (% of imports),South Africa,,8.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
480,Mauritius,2010,Major trading partner 3 (% of imports),South Africa,,8.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
480,Mauritius,2017,Major trading partner 3 (% of imports),South Africa,,8.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
484,Mexico,2005,Major trading partner 1 (% of exports),United States,,86.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
484,Mexico,2010,Major trading partner 1 (% of exports),United States,,80.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
484,Mexico,2017,Major trading partner 1 (% of exports),United States,,80.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
484,Mexico,2005,Major trading partner 1 (% of imports),United States,,53.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
484,Mexico,2010,Major trading partner 1 (% of imports),United States,,48.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
484,Mexico,2017,Major trading partner 1 (% of imports),United States,,46.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
484,Mexico,2005,Major trading partner 2 (% of exports),Canada,,2.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
484,Mexico,2010,Major trading partner 2 (% of exports),Canada,,3.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
484,Mexico,2017,Major trading partner 2 (% of exports),Canada,,2.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
484,Mexico,2005,Major trading partner 2 (% of imports),China,,8.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
