T22,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
533,Aruba,2017,Major trading partner 2 (% of imports),Netherlands,,12.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
533,Aruba,2005,Major trading partner 3 (% of exports),Netherlands,,33.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
533,Aruba,2010,Major trading partner 3 (% of exports),Netherlands,,5.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
533,Aruba,2017,Major trading partner 3 (% of exports),Netherlands,,16.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
533,Aruba,2005,Major trading partner 3 (% of imports),Areas nes,Areas not elsewhere specified.,0.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
533,Aruba,2010,Major trading partner 3 (% of imports),Areas nes,Areas not elsewhere specified.,2.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
533,Aruba,2017,Major trading partner 3 (% of imports),Areas nes,Areas not elsewhere specified.,12.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
36,Australia,2005,Major trading partner 1 (% of exports),China,,11.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
36,Australia,2010,Major trading partner 1 (% of exports),China,,25.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
36,Australia,2017,Major trading partner 1 (% of exports),China,,29.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
36,Australia,2005,Major trading partner 1 (% of imports),China,,13.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
36,Australia,2010,Major trading partner 1 (% of imports),China,,18.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
36,Australia,2017,Major trading partner 1 (% of imports),China,,21.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
36,Australia,2005,Major trading partner 2 (% of exports),Areas nes,Areas not elsewhere specified.,0.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
36,Australia,2010,Major trading partner 2 (% of exports),Areas nes,Areas not elsewhere specified.,0.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
36,Australia,2017,Major trading partner 2 (% of exports),Areas nes,Areas not elsewhere specified.,15.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
36,Australia,2005,Major trading partner 2 (% of imports),United States,,13.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
36,Australia,2010,Major trading partner 2 (% of imports),United States,,12.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
36,Australia,2017,Major trading partner 2 (% of imports),United States,,10.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
36,Australia,2005,Major trading partner 3 (% of exports),Japan,,20.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
36,Australia,2010,Major trading partner 3 (% of exports),Japan,,18.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
36,Australia,2017,Major trading partner 3 (% of exports),Japan,,10.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
36,Australia,2005,Major trading partner 3 (% of imports),Japan,,11.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
36,Australia,2010,Major trading partner 3 (% of imports),Japan,,8.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
36,Australia,2017,Major trading partner 3 (% of imports),Japan,,7.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
40,Austria,2005,Major trading partner 1 (% of exports),Germany,,31.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
40,Austria,2010,Major trading partner 1 (% of exports),Germany,,30.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
40,Austria,2017,Major trading partner 1 (% of exports),Germany,,30.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
40,Austria,2005,Major trading partner 1 (% of imports),Germany,,42.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
40,Austria,2010,Major trading partner 1 (% of imports),Germany,,38.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
40,Austria,2017,Major trading partner 1 (% of imports),Germany,,36.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
40,Austria,2005,Major trading partner 2 (% of exports),United States,,5.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
40,Austria,2010,Major trading partner 2 (% of exports),United States,,4.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
40,Austria,2017,Major trading partner 2 (% of exports),United States,,6.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
40,Austria,2005,Major trading partner 2 (% of imports),Italy,,6.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
40,Austria,2010,Major trading partner 2 (% of imports),Italy,,6.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
40,Austria,2017,Major trading partner 2 (% of imports),Italy,,6.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
40,Austria,2005,Major trading partner 3 (% of exports),Italy,,8.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
40,Austria,2010,Major trading partner 3 (% of exports),Italy,,7.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
40,Austria,2017,Major trading partner 3 (% of exports),Italy,,6.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
40,Austria,2005,Major trading partner 3 (% of imports),China,,3.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
40,Austria,2010,Major trading partner 3 (% of imports),China,,4.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
40,Austria,2017,Major trading partner 3 (% of imports),China,,5.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
31,Azerbaijan,2005,Major trading partner 1 (% of exports),Italy,,30.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
31,Azerbaijan,2010,Major trading partner 1 (% of exports),Italy,,33.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
31,Azerbaijan,2017,Major trading partner 1 (% of exports),Italy,,31.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
31,Azerbaijan,2005,Major trading partner 1 (% of imports),Russian Federation,,17.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
31,Azerbaijan,2010,Major trading partner 1 (% of imports),Russian Federation,,17.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
31,Azerbaijan,2017,Major trading partner 1 (% of imports),Russian Federation,,16.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
31,Azerbaijan,2005,Major trading partner 2 (% of exports),Turkey,,6.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
31,Azerbaijan,2010,Major trading partner 2 (% of exports),Turkey,,0.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
31,Azerbaijan,2017,Major trading partner 2 (% of exports),Turkey,,9.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
31,Azerbaijan,2005,Major trading partner 2 (% of imports),Turkey,,7.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
31,Azerbaijan,2010,Major trading partner 2 (% of imports),Turkey,,11.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
31,Azerbaijan,2017,Major trading partner 2 (% of imports),Turkey,,14.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
31,Azerbaijan,2005,Major trading partner 3 (% of exports),Israel,,4.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
31,Azerbaijan,2010,Major trading partner 3 (% of exports),Israel,,8.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
31,Azerbaijan,2017,Major trading partner 3 (% of exports),Israel,,4.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
31,Azerbaijan,2005,Major trading partner 3 (% of imports),China,,4.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
31,Azerbaijan,2010,Major trading partner 3 (% of imports),China,,8.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
31,Azerbaijan,2017,Major trading partner 3 (% of imports),China,,11.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
44,Bahamas,2005,Major trading partner 1 (% of exports),United States,,60.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
44,Bahamas,2010,Major trading partner 1 (% of exports),United States,,76.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
44,Bahamas,2017,Major trading partner 1 (% of exports),United States,,83.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
44,Bahamas,2005,Major trading partner 1 (% of imports),United States,,85.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
44,Bahamas,2010,Major trading partner 1 (% of imports),United States,,90.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
